,id,object_name,chain,object_type,address,number,street,district
151,155973,кафе «андерсон»,да,кафе,"город Москва, Варшавское шоссе, дом 2",150, Варшавское шоссе,Донской район
152,23618,кафе «subway»,да,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",36, Варшавское шоссе,Донской район
153,155852,кафе «ламаджо»,нет,кафе,"город Москва, Варшавское шоссе, дом 29",30, Варшавское шоссе,Донской район
154,152556,шаурма в пите,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 72, корпус 2",0, Варшавское шоссе,Не определен
155,120658,выпечка,нет,кафетерий,"город Москва, Варшавское шоссе, дом 100",2, Варшавское шоссе,Не определен
156,26279,ресторан «макдоналдс»,да,кафе,"город Москва, Варшавское шоссе, дом 143А",70, Варшавское шоссе,район Чертаново Южное
165,141687,пироговая рогова,нет,кафе,"город Москва, проспект Вернадского, дом 9/10",42, проспект Вернадского,Гагаринский район
166,148853,кафе контдитерская кузина,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",5, проспект Вернадского,Ломоносовский район
167,149149,суши wok,да,кафе,"город Москва, проспект Вернадского, дом 11/19",8, проспект Вернадского,Ломоносовский район
168,128511,аморе,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",10, проспект Вернадского,Ломоносовский район
169,24875,шоколад,да,кафе,"город Москва, проспект Вернадского, дом 11/19",50, проспект Вернадского,Ломоносовский район
170,143755,тирольские пироги,да,магазин (отдел кулинарии),"город Москва, проспект Вернадского, дом 13",10, проспект Вернадского,Ломоносовский район
172,23763,столовая «оп мгу кп мгу столовая 12»,нет,столовая,"город Москва, проспект Вернадского, дом 37",240, проспект Вернадского,район Проспект Вернадского
173,19716,буфет,нет,буфет,"город Москва, проспект Вернадского, дом 86, строение 1",40, проспект Вернадского,район Тропарёво-Никулино
174,69990,панорама 93,нет,ресторан,"город Москва, проспект Вернадского, дом 93",60, проспект Вернадского,район Тропарёво-Никулино
175,20147,кафе «пекарня «мюнгер»»,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",30, проспект Вернадского,район Тропарёво-Никулино
176,19989,гудбар,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",40, проспект Вернадского,район Тропарёво-Никулино
177,19761,бар «фитнес-бар»,нет,бар,"город Москва, проспект Вернадского, дом 103, корпус 1",24, проспект Вернадского,район Тропарёво-Никулино
178,19700,кафе «театр на юго-западе»,нет,кафе,"город Москва, проспект Вернадского, дом 125",20, проспект Вернадского,район Тропарёво-Никулино
295,22943,шёлковый путь,нет,ресторан,"город Москва, Кутузовский проспект, дом 71",90, Кутузовский проспект,район Фили-Давыдково
405,156324,чайхона 7-24,нет,кафе,"город Москва, Каширское шоссе, дом 5, корпус 1",40, Каширское шоссе,район Нагатино-Садовники
406,28118,фгуп гнпп регион,нет,столовая,"город Москва, Каширское шоссе, дом 13, корпус 1",200, Каширское шоссе,район Нагатино-Садовники
407,27289,ресторан «тануки»,да,ресторан,"город Москва, Каширское шоссе, дом 46, корпус 1",50, Каширское шоссе,район Москворечье-Сабурово
408,21227,столовая «гостиница мзп»,нет,столовая,"город Москва, Каширское шоссе, дом 56, корпус 2",24, Каширское шоссе,район Москворечье-Сабурово
409,21156,столовая «центра социальной защиты»,нет,столовая,"город Москва, Каширское шоссе, дом 60, корпус 2",40, Каширское шоссе,район Москворечье-Сабурово
429,28143,гостиница эмос,нет,столовая,"город Москва, Кировоградская улица, дом 11",20, Кировоградская улица,район Чертаново Центральное
430,28145,московский технический лицей,нет,столовая,"город Москва, Кировоградская улица, дом 11",240, Кировоградская улица,район Чертаново Центральное
431,29596,столовая рггу,нет,столовая,"город Москва, Кировоградская улица, дом 25, корпус 1",250, Кировоградская улица,район Чертаново Южное
525,69895,кристиан,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",96, Кутузовский проспект,район Дорогомилово
526,20418,диорама бар,нет,бар,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",3, Кутузовский проспект,район Дорогомилово
527,27025,клубный ресторан,нет,ресторан,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",12, Кутузовский проспект,район Дорогомилово
528,26346,pinocchio,нет,ресторан,"город Москва, Кутузовский проспект, дом 4/2",100, Кутузовский проспект,район Дорогомилово
529,143564,"кафе-бутик posh up, babe",нет,кафе,"город Москва, Кутузовский проспект, дом 8",12, Кутузовский проспект,район Дорогомилово
530,69884,кофемания,да,кафе,"город Москва, Кутузовский проспект, дом 17",60, Кутузовский проспект,район Дорогомилово
531,23984,пион,нет,кафе,"город Москва, Кутузовский проспект, дом 21",40, Кутузовский проспект,район Дорогомилово
532,21780,кофе хаус. экспрессо и капучино бар,да,кафе,"город Москва, Кутузовский проспект, дом 30",50, Кутузовский проспект,район Дорогомилово
533,21038,чистякова м.м.,нет,буфет,"город Москва, Кутузовский проспект, дом 30",15, Кутузовский проспект,район Дорогомилово
534,26347,кактус,да,ресторан,"город Москва, Кутузовский проспект, дом 41",32, Кутузовский проспект,район Дорогомилово
541,135634,фортутти,нет,кафе,"город Москва, Ленинградский проспект, дом 2",23, Ленинградский проспект,район Беговой
542,25749,папа джонс,да,кафе,"город Москва, Ленинградский проспект, дом 10",56, Ленинградский проспект,район Беговой
543,27898,столовая мосгоргеотрест,нет,столовая,"город Москва, Ленинградский проспект, дом 11",80, Ленинградский проспект,район Беговой
544,25526,шоколадница,да,кафе,"город Москва, Ленинградский проспект, дом 12",65, Ленинградский проспект,район Беговой
545,24359,ваби-саби,да,кафе,"город Москва, Ленинградский проспект, дом 12",48, Ленинградский проспект,район Беговой
546,154663,хлеб&co,да,кафе,"город Москва, Ленинградский проспект, дом 24",16, Ленинградский проспект,район Беговой
547,25469,москафе,нет,ресторан,"город Москва, Ленинградский проспект, дом 24",70, Ленинградский проспект,район Беговой
548,25720,кафе хинкальная,нет,кафе,"город Москва, Ленинградский проспект, дом 33, корпус 3",28, Ленинградский проспект,район Беговой
549,155931,al33 пиццерия бар ботега,нет,кафе,"город Москва, Ленинградский проспект, дом 33, корпус 4",45, Ленинградский проспект,район Беговой
550,140611,буфет-бар бутербург,нет,буфет,"город Москва, Ленинградский проспект, дом 35",20, Ленинградский проспект,район Беговой
551,21623,sea-тория,нет,ресторан,"город Москва, Ленинградский проспект, дом 48",150, Ленинградский проспект,район Аэропорт
552,71678,тратория italian «паста&пицца»,нет,ресторан,"город Москва, Ленинградский проспект, дом 48",40, Ленинградский проспект,район Аэропорт
553,26124,золотая бухара,нет,ресторан,"город Москва, Ленинградский проспект, дом 48",150, Ленинградский проспект,район Аэропорт
554,25606,кофе-бин,да,кафе,"город Москва, Ленинградский проспект, дом 56",41, Ленинградский проспект,район Аэропорт
555,143379,crema espresso bar,нет,кафе,"город Москва, Ленинградский проспект, дом 60, корпус 1",2, Ленинградский проспект,район Аэропорт
556,125031,штолле,да,кафе,"город Москва, Ленинградский проспект, дом 62",37, Ленинградский проспект,район Аэропорт
557,81474,кофе хаус,да,кафе,"город Москва, Ленинградский проспект, дом 62",48, Ленинградский проспект,район Аэропорт
558,99299,французская выпечка,да,кафе,"город Москва, Ленинградский проспект, дом 62",26, Ленинградский проспект,район Аэропорт
559,81473,черчилль паб,нет,ресторан,"город Москва, Ленинградский проспект, дом 66",45, Ленинградский проспект,район Аэропорт
560,143289,cure bar,нет,бар,"город Москва, Ленинградский проспект, дом 66",70, Ленинградский проспект,район Аэропорт
561,141395,французская выпечка,да,кафе,"город Москва, Ленинградский проспект, дом 74, корпус 1",4, Ленинградский проспект,район Аэропорт
562,100556,кофе хаус,да,кафе,"город Москва, Ленинградский проспект, дом 74, корпус 1",98, Ленинградский проспект,район Аэропорт
563,22693,шоколадница,да,кафе,"город Москва, Ленинградский проспект, дом 74, корпус 1",98, Ленинградский проспект,район Аэропорт
564,149256,subway,да,ресторан,"город Москва, Ленинградский проспект, дом 74, корпус 6",15, Ленинградский проспект,район Аэропорт
565,140186,вок стайл,нет,ресторан,"город Москва, Ленинградский проспект, дом 77, корпус 2",80, Ленинградский проспект,район Сокол
566,26122,максима пицца,нет,ресторан,"город Москва, Ленинградский проспект, дом 78, корпус 1",160, Ленинградский проспект,район Аэропорт
567,73830,французская выпечка,да,кафе,"город Москва, Ленинградский проспект, дом 78, корпус 1",6, Ленинградский проспект,район Аэропорт
582,80848,шаурма,нет,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 2А",0, Ленинский проспект,район Якиманка
583,139687,порто,нет,ресторан,"город Москва, Ленинский проспект, дом 11, строение 1",71, Ленинский проспект,район Якиманка
584,22636,де марко,да,кафе,"город Москва, Ленинский проспект, дом 13",120, Ленинский проспект,район Якиманка
585,26254,ресторан «пивнушка»,нет,ресторан,"город Москва, Ленинский проспект, дом 28",80, Ленинский проспект,Донской район
586,154752,шаурма,нет,закусочная,"город Москва, Ленинский проспект, дом 34/1",4, Ленинский проспект,Гагаринский район
587,70724,кафетерий «итальянская кондитерская»,нет,кафетерий,"город Москва, Ленинский проспект, дом 37",12, Ленинский проспект,Донской район
588,76398,ресторан «илья муромец»,да,ресторан,"город Москва, Ленинский проспект, дом 37",96, Ленинский проспект,Донской район
589,27076,ресторан «буйабез»,нет,ресторан,"город Москва, Ленинский проспект, дом 37",60, Ленинский проспект,Донской район
590,27259,ресторан «корчма тарас бульба»,да,ресторан,"город Москва, Ленинский проспект, дом 37",70, Ленинский проспект,Донской район
591,134332,кофейня «шоколадница»,да,кафе,"город Москва, Ленинский проспект, дом 37А",43, Ленинский проспект,Донской район
592,21550,школа № 1266,нет,столовая,"город Москва, Ленинский проспект, дом 43",40, Ленинский проспект,Гагаринский район
593,25780,пицца аморэ,нет,ресторан,"город Москва, Ленинский проспект, дом 43",46, Ленинский проспект,Гагаринский район
594,27083,флорентина сити,нет,ресторан,"город Москва, Ленинский проспект, дом 57",80, Ленинский проспект,Гагаринский район
595,26680,стейк хаус гудман,да,ресторан,"город Москва, Ленинский проспект, дом 57",80, Ленинский проспект,Гагаринский район
596,117453,brawlers pab,нет,ресторан,"город Москва, Ленинский проспект, дом 61/1",80, Ленинский проспект,Гагаринский район
597,137523,true burgers,нет,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 68/10",4, Ленинский проспект,Гагаринский район
598,26678,шоколадница,да,кафе,"город Москва, Ленинский проспект, дом 68/10",68, Ленинский проспект,Гагаринский район
599,26592,иль патио,да,ресторан,"город Москва, Ленинский проспект, дом 68/10",88, Ленинский проспект,Гагаринский район
600,26290,иль-патио,да,кафе,"город Москва, Ленинский проспект, дом 68/10",88, Ленинский проспект,Гагаринский район
601,24856,якитория,да,ресторан,"город Москва, Ленинский проспект, дом 68/10",96, Ленинский проспект,Гагаринский район
602,156524,азбука вкуса,нет,кафе,"город Москва, Ленинский проспект, дом 82/2",10, Ленинский проспект,Ломоносовский район
603,24612,южное,нет,ресторан,"город Москва, Ленинский проспект, дом 87",80, Ленинский проспект,Ломоносовский район
604,156525,азбука вкуса,нет,кафе,"город Москва, Ленинский проспект, дом 91",10, Ленинский проспект,Ломоносовский район
605,58505,черетто,нет,кафе,"город Москва, Ленинский проспект, дом 95",75, Ленинский проспект,Ломоносовский район
606,23925,рика,нет,кафе,"город Москва, Ленинский проспект, дом 99",36, Ленинский проспект,Обручевский район
607,83265,мюнгер,да,кафе,"город Москва, Ленинский проспект, дом 99",22, Ленинский проспект,Обручевский район
608,93507,кафе «башлам»,нет,кафе,"город Москва, Ленинский проспект, дом 148",50, Ленинский проспект,район Тропарёво-Никулино
681,149899,сухарева башня,нет,кафе,"город Москва, проспект Мира, дом 5, корпус 1",10, проспект Мира,Мещанский район
682,69300,ваби-саби,да,кафе,"город Москва, проспект Мира, дом 29",64, проспект Мира,Мещанский район
683,71378,шоколадница,да,кафе,"город Москва, проспект Мира, дом 29",40, проспект Мира,Мещанский район
684,146123,джаганнат,да,кафе,"город Москва, проспект Мира, дом 31",25, проспект Мира,Мещанский район
685,137644,krispy creme,да,кафе,"город Москва, проспект Мира, дом 40",36, проспект Мира,Мещанский район
686,128970,французская пекарня,нет,кафе,"город Москва, проспект Мира, дом 47, строение 1",16, проспект Мира,Мещанский район
687,150870,prime прайм стар,да,кафе,"город Москва, проспект Мира, дом 48, строение 6",32, проспект Мира,Мещанский район
688,111162,брусника,да,кафе,"город Москва, проспект Мира, дом 49",40, проспект Мира,Мещанский район
689,156605,азбука вкуса,да,кафе,"город Москва, проспект Мира, дом 49",20, проспект Мира,Мещанский район
690,26026,an nam,нет,ресторан,"город Москва, проспект Мира, дом 54",60, проспект Мира,Мещанский район
691,22476,чайхона,нет,кафе,"город Москва, проспект Мира, дом 56, строение 2",40, проспект Мира,Мещанский район
692,26028,ти-бон,нет,ресторан,"город Москва, проспект Мира, дом 58",85, проспект Мира,Мещанский район
693,138708,кальянная хука хауз,нет,бар,"город Москва, проспект Мира, дом 70",20, проспект Мира,Мещанский район
694,111152,wine point,нет,кафе,"город Москва, проспект Мира, дом 77, корпус 1",35, проспект Мира,Мещанский район
695,69478,крылышко-ножка,нет,кафе,"город Москва, проспект Мира, дом 77, корпус 2",24, проспект Мира,Мещанский район
696,58901,бар «джонни грин паб»,нет,бар,"город Москва, проспект Мира, дом 91, корпус 1",50, проспект Мира,Останкинский район
697,20284,бар «мир бильярда»,нет,бар,"город Москва, проспект Мира, дом 91, корпус 3",70, проспект Мира,Останкинский район
698,20795,ресторан «макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 97",143, проспект Мира,Останкинский район
699,21800,шоколадница,да,кафе,"город Москва, проспект Мира, дом 97",100, проспект Мира,Останкинский район
700,142956,ресторан «якитория»,да,ресторан,"город Москва, проспект Мира, дом 97",25, проспект Мира,Останкинский район
701,22892,шоколадница,да,кафе,"город Москва, проспект Мира, дом 112",150, проспект Мира,Алексеевский район
702,153638,босс-кулинария,нет,магазин (отдел кулинарии),"город Москва, проспект Мира, дом 114Б",0, проспект Мира,Алексеевский район
703,147579,крафтмания,нет,ресторан,"город Москва, проспект Мира, дом 116",130, проспект Мира,Алексеевский район
704,80359,кафе «штолле»,да,кафе,"город Москва, проспект Мира, дом 118",22, проспект Мира,Алексеевский район
705,128154,ресторан «pesto»,нет,ресторан,"город Москва, проспект Мира, дом 118",98, проспект Мира,Алексеевский район
706,81505,ресторан «джон джоли»,да,ресторан,"город Москва, проспект Мира, дом 118",150, проспект Мира,Алексеевский район
707,26149,ресторан «тануки»,да,ресторан,"город Москва, проспект Мира, дом 120",125, проспект Мира,Алексеевский район
708,20704,кафе «бирхаус»,нет,кафе,"город Москва, проспект Мира, дом 124, корпус 4",74, проспект Мира,Алексеевский район
709,143561,пекарня «папан»,нет,магазин (отдел кулинарии),"город Москва, проспект Мира, дом 180",10, проспект Мира,Алексеевский район
710,22893,кафе «золотая лестница»,нет,кафе,"город Москва, проспект Мира, дом 186, корпус 1",41, проспект Мира,Алексеевский район
938,154596,стардогs,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 2/22",0, Профсоюзная улица,Академический район
939,29061,столовая шк. 4,нет,столовая,"город Москва, Профсоюзная улица, дом 9",200, Профсоюзная улица,Академический район
940,153091,французская пекарня,нет,кафетерий,"город Москва, Профсоюзная улица, дом 13/12",12, Профсоюзная улица,Академический район
941,23842,прованс,нет,кафе,"город Москва, Профсоюзная улица, дом 15",30, Профсоюзная улица,Академический район
942,23853,шоколадница,да,кафе,"город Москва, Профсоюзная улица, дом 16/10",40, Профсоюзная улица,Академический район
943,27263,корчма тарас бульба,да,ресторан,"город Москва, Профсоюзная улица, дом 16/10",60, Профсоюзная улица,Академический район
944,23844,шоколадница,да,кафе,"город Москва, Профсоюзная улица, дом 19",48, Профсоюзная улица,Академический район
945,21487,буфет шк. 584,нет,буфет,"город Москва, Профсоюзная улица, дом 24, корпус 1",120, Профсоюзная улица,Академический район
946,27269,лимончино,нет,ресторан,"город Москва, Профсоюзная улица, дом 33, строение 1",70, Профсоюзная улица,район Черёмушки
947,21586,школа 190,нет,буфет,"город Москва, Профсоюзная улица, дом 40, корпус 1",30, Профсоюзная улица,район Черёмушки
948,28529,гуп 1-ый автобусный парк «мосгортранс» автобусная,нет,столовая,"город Москва, Профсоюзная улица, дом 58/32, корпус 1",16, Профсоюзная улица,Обручевский район
949,143692,кафе еасс,нет,кафе,"город Москва, Профсоюзная улица, дом 98, корпус 10",20, Профсоюзная улица,район Коньково
950,154938,суши вок,да,кафе,"город Москва, Профсоюзная улица, дом 113, корпус 1",10, Профсоюзная улица,район Коньково
951,29610,столовая гбоу школа № 1507 корпус школьного образования № 1507,нет,столовая,"город Москва, Профсоюзная улица, дом 132, корпус 7",100, Профсоюзная улица,район Тёплый Стан
952,28530,столовая при доме-пансионате ветеранов науки,нет,столовая,"город Москва, Профсоюзная улица, дом 132, корпус 8",75, Профсоюзная улица,район Тёплый Стан
1424,25241,кафе «топаз-джони»,нет,кафе,"город Москва, проспект Мира, дом 108",16, проспект Мира,Алексеевский район
1433,148879,котлета,нет,ресторан,"город Москва, Ленинградский проспект, дом 77, корпус 4",47, Ленинградский проспект,район Сокол
1453,28532,столовая при пансионате «коньково» для ветеранов войны,нет,столовая,"город Москва, Профсоюзная улица, дом 140, корпус 6",95, Профсоюзная улица,район Тёплый Стан
1455,26310,talk of the town,нет,ресторан,"город Москва, Ленинский проспект, дом 113/1",90, Ленинский проспект,Не определен
1460,23922,жасмин,нет,кафе,"город Москва, Ленинский проспект, дом 121/1, корпус 3",45, Ленинский проспект,Не определен
1473,26019,иль патио планета суши,да,ресторан,"город Москва, проспект Мира, дом 33, корпус 1",65, проспект Мира,Мещанский район
1474,105190,столовая в тоц олимпик плаза,нет,столовая,"город Москва, проспект Мира, дом 33, корпус 1",50, проспект Мира,Мещанский район
1476,67810,subway,да,предприятие быстрого обслуживания,"город Москва, проспект Мира, дом 146",15, проспект Мира,Алексеевский район
1477,129980,сушишоп,да,кафе,"город Москва, проспект Мира, дом 146",18, проспект Мира,Алексеевский район
1552,19718,буфет,нет,буфет,"город Москва, проспект Вернадского, дом 82, строение 2",40, проспект Вернадского,район Тропарёво-Никулино
1562,157568,кафе «tornano»,нет,кафе,"город Москва, проспект Вернадского, дом 92",18, проспект Вернадского,район Тропарёво-Никулино
1567,27640,столовая школы 56,нет,столовая,"город Москва, Кутузовский проспект, дом 22",200, Кутузовский проспект,район Дорогомилово
1568,120295,дижестив,нет,кафе,"город Москва, Кутузовский проспект, дом 33",75, Кутузовский проспект,район Дорогомилово
1569,29632,столовая школы 1465,нет,столовая,"город Москва, Кутузовский проспект, дом 24",25, Кутузовский проспект,район Дорогомилово
1596,157309,азбука вкуса,да,кафе,"город Москва, Ленинградский проспект, дом 69, строение 1",10, Ленинградский проспект,район Сокол
1597,129609,булочная 5,нет,кафе,"город Москва, Ленинградский проспект, дом 69, строение 1",15, Ленинградский проспект,район Сокол
1598,25838,чебуречная ссср,да,кафе,"город Москва, Ленинградский проспект, дом 69, строение 1",45, Ленинградский проспект,район Сокол
1614,81199,изи паб,нет,кафе,"город Москва, Каширское шоссе, дом 122",35, Каширское шоссе,район Орехово-Борисово Южное
1617,70502,кафе «мануфактура»,нет,кафе,"город Москва, Варшавское шоссе, дом 9",70, Варшавское шоссе,Донской район
1618,82401,кофейня «старбакс»,да,кафе,"город Москва, Варшавское шоссе, дом 9",42, Варшавское шоссе,Донской район
1622,23815,огни баку,нет,ресторан,"город Москва, Варшавское шоссе, дом 152, корпус 2",380, Варшавское шоссе,район Чертаново Южное
1693,129951,маэстро ресто,нет,кафе,"город Москва, Профсоюзная улица, дом 58, корпус 4",26, Профсоюзная улица,Обручевский район
1696,24873,пиццерия милано,нет,кафе,"город Москва, Профсоюзная улица, дом 96",43, Профсоюзная улица,район Коньково
1698,128004,килфиш бар,нет,бар,"город Москва, Профсоюзная улица, дом 104",80, Профсоюзная улица,район Коньково
1699,24587,кружка,да,кафе,"город Москва, Профсоюзная улица, дом 104",220, Профсоюзная улица,район Коньково
1700,25554,дорф,нет,кафе,"город Москва, Профсоюзная улица, дом 104",118, Профсоюзная улица,район Коньково
1701,80904,ресторан drunken duck pub,нет,ресторан,"город Москва, Профсоюзная улица, дом 104",150, Профсоюзная улица,район Коньково
1702,80912,руккола,да,кафе,"город Москва, Профсоюзная улица, дом 104",92, Профсоюзная улица,район Коньково
1703,68432,якитория,да,кафе,"город Москва, Профсоюзная улица, дом 104",198, Профсоюзная улица,район Коньково
1708,69967,ротекс,нет,ресторан,"город Москва, Ленинский проспект, дом 111, корпус 1",90, Ленинский проспект,Обручевский район
1709,154848,«ип» шацкая е.м,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 25, корпус 1",0, Профсоюзная улица,район Черёмушки
1731,20159,кафе «delonix»,нет,кафе,"город Москва, проспект Вернадского, дом 94, корпус 1",38, проспект Вернадского,район Тропарёво-Никулино
1906,22184,пицца хат,да,кафе,"город Москва, Ленинградский проспект, дом 80, корпус 19",15, Ленинградский проспект,район Сокол
1907,27699,subway,да,кафе,"город Москва, Ленинградский проспект, дом 80, корпус 17",20, Ленинградский проспект,район Сокол
1908,153552,кулинарная лавка братьев караваевых,да,кафе,"город Москва, Ленинградский проспект, дом 80, корпус 17",10, Ленинградский проспект,район Сокол
1917,69323,джон донн,нет,кафе,"город Москва, Ленинский проспект, дом 4, строение 1А",50, Ленинский проспект,район Якиманка
1920,23056,кафе «мир кебаб»,нет,кафе,"город Москва, проспект Мира, дом 95, строение 3",48, проспект Мира,Останкинский район
1937,127505,джимми ли,нет,кафе,"город Москва, проспект Мира, дом 12, строение 1",98, проспект Мира,Мещанский район
1952,151244,хинкальная «кахури»,нет,кафе,"город Москва, Профсоюзная улица, дом 122",45, Профсоюзная улица,район Тёплый Стан
1998,152530,столовая (закрытое),нет,столовая,"город Москва, Ленинский проспект, дом 8, корпус 5",50, Ленинский проспект,район Якиманка
1999,69831,кафе «хинкальная»,нет,кафе,"город Москва, Ленинский проспект, дом 89/2",30, Ленинский проспект,Ломоносовский район
2000,29447,буфет гбоу «школа №117»,нет,столовая,"город Москва, Ленинский проспект, дом 93А",86, Ленинский проспект,Ломоносовский район
2002,26307,жестокий романс,нет,ресторан,"город Москва, Ленинский проспект, дом 105",46, Ленинский проспект,Обручевский район
2003,21553,школа № 192,нет,столовая,"город Москва, Ленинский проспект, дом 34А",60, Ленинский проспект,Гагаринский район
2004,21493,школа № 198,нет,столовая,"город Москва, Ленинский проспект, дом 39А",60, Ленинский проспект,Гагаринский район
2013,29386,буфет гбоу «гуманитарный лицей № 1536»,нет,столовая,"город Москва, Ленинский проспект, дом 83А",74, Ленинский проспект,Ломоносовский район
2109,29067,восточная кухня,нет,кафе,"город Москва, Ленинский проспект, дом 65, корпус 2",24, Ленинский проспект,Гагаринский район
2113,29597,росс,нет,столовая,"город Москва, Ленинский проспект, дом 65, корпус 1",290, Ленинский проспект,Гагаринский район
2114,29360,лайт,нет,кафе,"город Москва, Ленинский проспект, дом 65, корпус 1",28, Ленинский проспект,Гагаринский район
2115,153655,столовая (закрытое),нет,столовая,"город Москва, Ленинский проспект, дом 4, строение 1",40, Ленинский проспект,район Якиманка
2116,82490,столовая,нет,столовая,"город Москва, Ленинский проспект, дом 1/2, корпус 1",80, Ленинский проспект,район Якиманка
2117,80864,шашлык -хаус,нет,кафе,"город Москва, Ленинский проспект, дом 1/2, корпус 1",40, Ленинский проспект,район Якиманка
2121,27889,столовая (закрытое),нет,столовая,"город Москва, Ленинский проспект, дом 9",80, Ленинский проспект,район Якиманка
2123,69860,колхида,нет,кафе,"город Москва, проспект Вернадского, дом 29",97, проспект Вернадского,Ломоносовский район
2124,69867,трапеза,нет,кафе,"город Москва, проспект Вернадского, дом 29",20, проспект Вернадского,Ломоносовский район
2125,91251,пиццерия ii pittore,нет,кафе,"город Москва, проспект Вернадского, дом 29",13, проспект Вернадского,Ломоносовский район
2126,149799,домино'с пицца,да,кафе,"город Москва, проспект Вернадского, дом 29",10, проспект Вернадского,Ломоносовский район
2127,142860,додо пицца,да,кафе,"город Москва, проспект Вернадского, дом 29",50, проспект Вернадского,Ломоносовский район
2128,142426,берлин кебаб,нет,предприятие быстрого обслуживания,"город Москва, проспект Вернадского, дом 29",10, проспект Вернадского,Ломоносовский район
2130,152335,пищеблок ( закрытое),нет,столовая,"город Москва, Ленинский проспект, дом 8, корпус 23",0, Ленинский проспект,район Якиманка
2133,22080,шоколадница,да,кафе,"город Москва, Ленинский проспект, дом 2",90, Ленинский проспект,район Якиманка
2134,68353,бургер кинг burger king,да,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 2",144, Ленинский проспект,район Якиманка
2135,90802,one bucks coffee,нет,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 2",0, Ленинский проспект,район Якиманка
2146,21471,столовая «школа 1263»,нет,столовая,"город Москва, Ленинский проспект, дом 18А",100, Ленинский проспект,район Якиманка
2463,80877,иль бароло,нет,ресторан,"город Москва, Ленинградский проспект, дом 63",90, Ленинградский проспект,район Сокол
2475,29429,академия натальи нестеровой «кафе университетское»,нет,столовая,"город Москва, Варшавское шоссе, дом 38",50, Варшавское шоссе,Нагорный район
2478,27730,столовая «гала пицца»,нет,столовая,"город Москва, Варшавское шоссе, дом 116",46, Варшавское шоссе,район Чертаново Северное
2479,21476,школа 1073 кдп,нет,столовая,"город Москва, Варшавское шоссе, дом 60, корпус 2",60, Варшавское шоссе,Не определен
2480,71167,ресторан «варшавский»,нет,ресторан,"город Москва, Варшавское шоссе, дом 34",97, Варшавское шоссе,Нагорный район
2481,29055,столовая школы №629,нет,столовая,"город Москва, Варшавское шоссе, дом 156Б",300, Варшавское шоссе,район Чертаново Южное
2482,29329,цо №504 «комбинат дошкольного питания»,нет,столовая,"город Москва, Варшавское шоссе, дом 67",70, Варшавское шоссе,Нагорный район
2483,28978,столовая «школа 630»,нет,столовая,"город Москва, Варшавское шоссе, дом 12",240, Варшавское шоссе,Донской район
2484,28142,птл 306 продцентр геркулес,нет,столовая,"город Москва, Варшавское шоссе, дом 129",100, Варшавское шоссе,район Чертаново Центральное
